Κωδικός;Όνομα;Είδη - Λιανική Τιμή;1η Μ.Μ.;Κλάση Φ.Π.Α.
203706039;ΣΥΝΔΕΣΜΟΣ ΣΩΛΗΝΩΝ Φ20Χ20 (1107) VI;0,1984;TEMAXIA;Κανονικός
203706038;"ΜΑΓΝΗΤΙΚΟΣ ΑΠΟΣΚ/ΤΗΣ ΑΛΑΤΩΝ 1"" (2503) VI";208,196;TEMAXIA;Κανονικός
203706037;ΛΑΣΤΙΧΟ+ΑΞΟΝΑΚΙ  1336;1,2904;TEMAXIA;Κανονικός
203706036;ΑΥΤΟΜΑΤΟΣ ΣΥΝΔΕΣΜΟΣ 3/4 Νο 1425;1,3268;ΤΕΜΑΧΙΑ;Κανονικός
203706035;"ΜΑΓΝ.ΑΠΟΣΚ/ΤΗΣ ΑΛΑΤ. 11/4"" Νο 2504";348,1672;TEMAXIA;Κανονικός
203706034;ΑΥΤΟΜΑΤΟΣ ΣΥΝΔΕΣΜΟΣ 1/2 Νο 1415 4172;4,216;TEMAXIA;Κανονικός
203706033;ΣΥΝΔΕΣΜΟΣ 3/4 Νο 1441;1,1036;TEMAXIA;Κανονικός
203706032;ΣΥΝΔΕΣΜΟΣ 1/2 Νο 1440;0,682;TEMAXIA;Κανονικός
203706031;ΔΙΑΚΛΑΔΩΤΗΣ ΜΕ ΔΙΑΚΟΠΤΕΣ Νο 1464;1,3268;TEMAXIA;Κανονικός
203706030;ΕΚΤΟΞΕΥΤΗΡΑΣ+2 ΡΑΚΟΡ  1/2 Νο 20670;3,72;TEMAXIA;Κανονικός
203706029;ΕΚΤΟΞΕΥΤΗΡΑΣ (4551) VI;1,86;TEMAXIA;Κανονικός
203706028;ΣΥΝΔΕΣΜΟΣ ΔΕΞΑΜΕΝΩΝ 1/2 Νο 1154;3,7448;TEMAXIA;Κανονικός
203706027;ΜΑΓΝ. ΑΠΟΣΚ/ΤΗΣ ΑΛΑΤΩΝ 1/2 (2501) VI;152,6812;TEMAXIA;Κανονικός
203706026;ΦΙΛΤΡΟ ΙΙ ΠΟΣΙΜΟΥ ΝΕΡΟΥ 4105;236,9516;TEMAXIA;Κανονικός
203706021;ΣΥΣΚΕΥΗ ΑΠΟΣΚΛΗΡΥΝΤΗ ΜΕ ΡΕΥΜΑ 3/4 5106 COMAP;1133,3352;Τεμάχια;Κανονικός
203706020;ΠΙΣΤΟΛΙ ΜΕ ΦΙΛΤΡΟ  4611;6,2124;TEMAXIA;Κανονικός
203706019;ΑΥΤ.ΣΥΝΔΕΣΜΟΣ 1/2 (4451)VI;2,4056;TEMAXIA;Κανονικός
203706017;ΠΟΤΙΣΤΙΚΟ ΜΕ ΒΑΣΗ ΡΥΘΜ. 4650;18,2776;TEMAXIA;Κανονικός
203706016;ΜΗΧΑΝΙΣΜΟΣ ΑΕΡΟΣ Β.Τ. ΜΠΟΥΤΟΝ (1318) VI;17,0996;TEMAXIA;Κανονικός
203706015;ΛΑΣΤ.ΔΑΠΕΔΟΥ ΓΙΑ ΛΕΚΑΝΗ Κ.Σ.;4,6891;TEMAXIA;Κανονικός
203706014;ΠΟΤΙΣΤΙΚΟ ΚΑΡΦΩΤΟ (4585) VI;8,2832;TEMAXIA;Κανονικός
203706013;ΠΙΣΤΟΛΙ ΝΕΡΟΥ YARDSMITH ΡΥΘΜ 2105;6,2;TEMAXIA;Κανονικός
203706011;"ΡΑΚΟΡ ΣΥΝΔΕΣΕΩΣ 1/2-3/4-1"" (4400-4401-4402) VI";0,7192;TEMAXIA;Κανονικός
203706010;ΑΥΤ.ΣΥΝΔΕΣΜΟΣ 1/2-3/4 (4450/4455) VI;2,5668;TEMAXIA;Κανονικός
2037052;ΣΩΛ. GORRUCAT ΑΠΟΣΤΡ. Φ110 SN8 220ο (6Μ);7,8864;Τεμάχια;Κανονικός
2037051;ΠΛΑΣΤ.ΣΩΛ. Φ75/6 ΑΤΜ PEHD ΑΡΔΕΥΣΗΣ ΜΑΥΡΟ 100m;3,4844;Μέτρα;Κανονικός
203705000;ΑΥΤ/ΤΟ ΠΛΥΝΤ.ΒΤ 3/4 3007/S;12,1148;TEMAXIA;Κανονικός
2037050;ΠΛΑΣΤ.ΣΩΛΗΝΑ Φ50 ΕΛΟΤ 686Β ΛΕΥΚΗ;2,6536;ΜΕΤΡΑ;Κανονικός
2037049;ΠΛΑΣΤ.ΣΩΛ.Φ63 10 ΑΤΜ HDPE ΜΑΥΡΟ ΥΡΔΕΥΣΗΣ;2,0043;ΜΕΤΡΑ;Κανονικός
2037048;ΕΞΑΡΤΗΜΑ ΜΕΤΑΒ.ΕΑ ΘΗΛ.ΣΠ. 32Χ1;22,32;TEMAXIA;Κανονικός
2037047;ΕΞΑΡΤΗΜΑ ΜΕΤΑΒ.ΕΑ ΑΡ.ΣΠ.32Χ1;13,4664;TEMAXIA;Κανονικός
2037046;ΕΞΑΡΤΗΜΑ ΜΕΤΑΒ.ΕΑ ΑΡ.ΣΠ.40Χ1 1/4;19,93;TEMAXIA;Κανονικός
2037045;ΣΩΛΗΝ HD-PE100 CEN Φ40/10ΑΤΜ;1,079;TEMAXIA;Κανονικός
2037044;ΓΩΝΙΑ ΘΗΛ.Φ200/45 PE 16ATM;155,05;TEMAXIA;Κανονικός
2037043;ΓΩΝΙΑ ΘΗΛ.Φ200/90 PE 16ATM;155,05;TEMAXIA;Κανονικός
2037042;ΗΛΕΚΤΡΟΜΟΥΦΑ PE100 Φ50 16ATM FUSION;10,044;TEMAXIA;Κανονικός
2037041;ΣΩΛ.PE Φ90 10ΑΤ 6m ΥΔΡΕΥΣΗ;4,2854;ΜΕΤΡΑ;Κανονικός
203704025;ΔΙΑΚΟΠΤΗΣ ΙΣΙΟΣ Ν,347 BRONZE ΝΕΡΟΥ ΜΕ ΛΑΒΗ ΣΤΑΥΡΟ;45,012;TEMAXIA;Κανονικός
203704023;DISPENSER INOX 1000ml (1401) VI;38,9236;TEMAXIA;Κανονικός
203704022;ΚΑΝΟΥΛΑ Ν147 BRONZE ΜΙΣΟΣΤΡΟΦΗ ΡΟΖ.;24,3288;TEMAXIA;Κανονικός
203704021;ΚΑΝΟΥΛΕΣ 1/2 1750 SKY;26,04;TEMAXIA;Κανονικός
203704020;ΚΑΝΟΥΛΑ ΧΡ,1/2 ΜΕ ΜΗΧ ΜΙΣΟΣΤΡΟΦΟ (2630) VI;16,5168;TEMAXIA;Κανονικός
203704019;ΚΑΝΟΥΛΕΣ ΔΙΑΚΟΣΜ.1/2 2009 ΔΡΑΚΟΣ;30,8016;TEMAXIA;Κανονικός
203704018;ΜΗΧΑΝΙΣΜΟΣ ΜΙΣΟΣΤΡΟΦΟΣ 1/2 39 (2627) VI;4,9104;TEMAXIA;Κανονικός
203704017;ΚΑΝΟΥΛΕΣ ΧΡΩΜΕ ΜΕ ΡΟΖΕΤΑ Νο1111;5,9148;TEMAXIA;Κανονικός
203704016;ΑΥΤ/TO ΠΛΥΝΤ. ΜΕ ΔΙΑΚ/ΤΗ Nο 1518 SIROFLEX;25,7672;TEMAXIA;Κανονικός
203704015;ΓΩΝ.ΔΙΑΚΟΠΤΗΣ ΧΡΩΜ. ΜΕ ΜΗΧ. VIOSPIRAL;12,1644;TEMAXIA;Κανονικός
203704013;ΚΑΝΟΥΛΑ ΔΙΑΚΟΣΜ. 1/2 2017 ΨΑΡΑΚΙ;30,752;ΤΕΜΑΧΙΑ;Κανονικός
203704012;ΚΑΝΟΥΛΑ ΔΙΑΚΟΣΜ. 1/2 2014 ΠΟΥΛΑΚΙ;30,752;ΤΕΜΑΧΙΑ;Κανονικός
203704011;ΚΑΝΟΥΛΑ ΔΙΑΚΟΣΜ. 1/2 2019 ΠΑΠΑΚΙ;15,122;ΤΕΜΑΧΙΑ;Κανονικός
203704010;ΚΑΝΟΥΛΑ ΔΙΑΚΟΣΜ. 1/2 2018 ΣΑΛΙΓΚΑΡΙ;30,752;ΤΕΜΑΧΙΑ;Κανονικός
203704006;ΚΑΝΟΥΛΑ BRONZE ΜΕ ΥΠΟΔ.ΓΙΑ ΛΑΣΤΙΧΟ 1/2(1008);9,92;TEMAXIA;Κανονικός
203704005;ΓΩΝ.ΔΙΑΚΟΠΤΗΣ ΧΡΩΜ. ΜΕ ΜΗΧ. VIOSPIRAL;6,138;ΤΕΜΑΧΙΑ;Κανονικός
203704004;ΚΑΝΟΥΛΑ Ν.195/Β BRONZE ΜΕ ΡΟΖΕΤΑ ΚΑΙ ΡΑΚΟΡ ΧΕΡ;47,2688;TEMAXIA;Κανονικός
203704003;ΑΥΤ/ΤΟ ΠΛΥΝΤ.ΜΕ ΔΙΑΚ/ΤΗ Νο (1519) ROSSI VI;12,3628;TEMAXIA;Κανονικός
203704002;ΑΥΤ/ΤΟ ΠΛΥΝΤ.Νο2007 IPIERRE;26,04;TEMAXIA;Κανονικός
203704001;ΚΑΝΟΥΛΑ ΙΙ ΡΟΗΣ Νο 02-1515;8,822;TEMAXIA;Κανονικός
2037040;ΠΛΑΣΤ.ΣΩΛΗΝΑ Φ40 ΕΛΟΤ 686Β ΛΕΥΚΗ;2,1328;ΜΕΤΡΑ;Κανονικός
2037039;ΣΩΛ.ΑΠΟΣΤΡ.CORRUGATED Φ160 SN4;4,7616;ΜΕΤΡΑ;Κανονικός
2037038;ΜΟΥΦΑ ΣΩΛ.ΔΙΠΛ.ΤΟΙΧ.ΑΠΟΣΤΡ.Φ110 HDPE;3,7076;TEMAXIA;Κανονικός
2037037;ΕΛΑΣΤ.ΔΑΚΤΥΛ.ΣΤΕΓ.ΣΩΛ.ΔΙΠΛ.ΤΟΙΧ.Φ315;5,8776;TEMAXIA;Κανονικός
2037036;B-R ΤΡΥΠΑΝΙ ΓΙΑ ΣΕΛΛΑ;81,1555;TEMAXIA;Κανονικός
2037035;B-R ΤΑΠΑ PP-R Φ75;5,7586;TEMAXIA;Κανονικός
2037034;B-R ΣΩΛ.PP FASER PN20 Φ75;15,5794;TEMAXIA;Κανονικός
2037033;B-R ΣΩΛ.PP FASER PN20 Φ40;4,7021;ΜΕΤΡΑ;Κανονικός
20370321;ΒΡΑΧΙΩΝΑΣ ΤΕΤΡ. ΟΡΕΙΧ. MATT BLACK 35cm (3162) VI;50,654;TEMAXIA;Κανονικός
20370320;ΒΡΑΧΙΩΝΑΣ ΝΤΟΥΣ ΟΡΕΙΧ.ΜΑΤΤ BLACK 35m (3160)VI;38,1052;TEMAXIA;Κανονικός
2037032;ΠΛΑΣΤ.ΣΩΛΗΝΑ Φ32 ΕΛΟΤ 686Β ΛΕΥΚΗ;1,7236;ΜΕΤΡΑ;Κανονικός
203703149;ΤΗΛΕΦΩΝΟ URBAN 61045 CLEVER;3;Τεμάχια;Κανονικός
203703148;ΤΗΛΕΦΩΝΟ HEXAGON AIR Φ100  60307 CLEVER;6,2;Τεμάχια;Κανονικός
203703147;ΚΩΔΩΝΑΣ RETRO MODEA Φ180 3115 VI;38,378;Τεμάχια;Κανονικός
203703146;ΕΠΙΤΟΙΧΗ ΠΑΡΟΧΗ ΜΕ ΣΤΗΡ.25Χ25mm OPEN (7551)VI;31,4216;TEMAXIA;Κανονικός
203703145;ΒΡΑΧΙΩΝΑΣ ΝΤΟΥΣ ΟΡΕΙΧ.MATBLACK 35cm MODEA (3161)VI;39,7792;TEMAXIA;Κανονικός
203703143;ΣΤΗΛΗ ΝΤΟΥΖ.OPTIMA ΜΕ ΜΠΑΤ.MODEA(2956) VI;290,5196;TEMAXIA;Κανονικός
203703142;ΒΕΡΓΑ ΝΤΟΥΖ SINTESI 70εκ ALMAR CHROME E087001-100;57,04;TEMAXIA;Κανονικός
203703141;ΕΠΙΤΟΙΧΗ ΠΑΡΟΧΗ ΝΕΡΟΥ 25Χ25mm (7555)VI;30,3056;TEMAXIA;Κανονικός
203703140;ΕΠΙΤΟΙΧΗ ΠΑΡΟΧΗ ΝΕΡΟΥ Φ30(7554)VI;29,202;TEMAXIA;Κανονικός
203703139;ΕΝΤΟΙΧ.ΜΠΑΤ.ΝΤΟΥΖ 2ΕΞΟΔ.ETNA (8601VI);160,7412;TEMAXIA;Κανονικός
203703138;ΣΤΗΡΙΓΜΑ ΝΤΟΥΖ  DEITY ΧΡΩΜΕ  (1302) VI;2,5668;TEMAXIA;Κανονικός
203703137;ΒΡΑΧΙΩΝΑΣ ΝΤΟΥΣ ΟΡΕΙΧ. ΧΡΩΜΕ 35 cm MODEA (3151) VI;35,1788;TEMAXIA;Κανονικός
203703136;ΤHΛEΦΩNO NΤΟΥΖ ΜΙΑΣ ΛΕΙΤΟΥΡΓΙΑΣ (3109/B) VI;13,0076;TEMAXIA;Κανονικός
203703135;ΤΗΛΕΦΩΝΟ ΝΤΟΥΖ. 3 ΛΕΙΤ.MODEA MATT BLACK (3108/B)VI;16,368;TEMAXIA;Κανονικός
203703134;ΜΠΑΤ.ΝΤΟΥΖ.ΕΝΤΟΙΧ.2 ΕΞΟΔ.ΧΡΩΜΕ (7500) VI;165,5524;TEMAXIA;Κανονικός
203703133;ΣΥΡΟΜΕΝΗ ΒΕΡΓΑ ΧΡΩΜΕ Φ25 NOVARA (2815/S) VI;19,208;TEMAXIA;Κανονικός
203703132;ΜΠΑΤ.ΝΙΠΤ.ETNA ΧΡΩΜΕ CLICK ΒΑΛΒ.ΠΛΑΣΤ.7001 VI;115,618;TEMAXIA;Κανονικός
203703131;ΒΡΑΧΙΩΝΑΣ ΝΤΟΥΣ ΟΡΕΙΧ.ΧΡΩΜΕ 100mm MODEA (3193) VI;18,9348;TEMAXIA;Κανονικός
203703130;ΒΡΑΧΙΩΝΑΣ ΝΤΟΥΣ ΟΡΕΙΧ.100mmMODEA TOTAL BL.3193/BV;17,869;TEMAXIA;Κανονικός
203703129;ΣΕΤ ΒΕΡΓΕΣ 5214- VI;2,617;TEMAXIA;Κανονικός
203703128;ΡΟΥΞΟΥΝΙ ΠΑΓΚΟΥ MODEA ΜΕ ΠΑΚΙΜΑΔΙ Φ23 ΚΑΜΠ (3001VI;38,4772;TEMAXIA;Κανονικός
203703127;ΡΟΥΞΟΥΝΙ ΝΙΠΤΗΡΟΣ 130ΜΜ (2025/1)VI;4,477;TEMAXIA;Κανονικός
203703126;ΑΝΟΞΕΙΔΩΤΟΣ ΚΩΔΩΝΑΣ MODEA Φ300 SLIM (3123) VI;110,6824;TEMAXIA;Κανονικός
203703125;ΚΩΔΩΝΑΣ KELDA Φ20 (2080/S) VI;19,902;TEMAXIA;Κανονικός
203703124;ΚΩΔΩΝΑΣ ΝΤΟΥΖ ΑΥΤΟΚ.ALTO 2410;29,822;TEMAXIA;Κανονικός
203703123;ΒΕΡΓΑ ΝΤΟΥΖ EASY 65εκ.ALMAR CHROME;55,8;TEMAXIA;Κανονικός
203703122;ΜΠΑΤ.ΝΙΠΤ.ETNA PLUS BLACK MODEA (7001/1B) VI;162,304;TEMAXIA;Κανονικός
203703121;ΜΠΑΤ.ΠΑΓΚΟΥ ΨΗΛΗ LINE SPACE BLACK MODEA (2080) VI;200,4956;TEMAXIA;Κανονικός
203703120;ΣΤΗΛΗ ΝΤΟΥΖ.BLACK OPTIMA ΜΕ ΜΠΑΤ.(2956/B) VI;363,5308;TEMAXIA;Κανονικός
203703119;ΒΡΑΧΙΩΝΑΣ ΝΤΟΥΣ ΟΡΕΙΧ.MATBLACK 25cm MODEA (3163)VI;26,9576;TEMAXIA;Κανονικός
203703118;ΤΗΛΕΦΩΝΟ ΜΠΑΤ.ELIT/OPTIMA BLACK 5172 VI;7,936;TEMAXIA;Κανονικός
203703117;ΣΠΙΡΑΛ ΝΤΟΥΖ MODEA MATBLACK 50CM ΚΩΝ .ΠΑΞ.(3254)VI;12,9704;TEMAXIA;Κανονικός
203703116;ΕΠΙΤΟΙΧΗ ΠΑΡΟΧΗ ΜΕ ΣΤΗΡ.Φ30 OPEN (7550/B) VI;31,4216;TEMAXIA;Κανονικός
203703115;ΤΗΛΕΦΩΝΟ ΝΤΟΥΖΙΕΡΑΣ 3 ΛΕΙΤ.(3108) VI;14,7312;TEMAXIA;Κανονικός
203703114;ΚΩΔΩΝΑΣ MODEA 300X300 ΣΛΙΜ (3124) VI;122,4376;TEMAXIA;Κανονικός
203703113;ΚΩΔΩΝΑΣ MAT BLACK MODEA Φ22 3103 VI;26,16;TEMAXIA;Κανονικός
203703112;ΜΠΑΤ.ΠΑΓΚΟΥ MODEA VIVID OMEGA ΚΩΝ,BLACK 2065 VI;101,34;TEMAXIA;Κανονικός
203703111;ΜΠΑΤ.ΠΑΓΚΟΥ MODEA VIVID LINE SPACE BLACK 2083 VI;125,15;TEMAXIA;Κανονικός
203703110;ΡΟΥΞΟΥΝΙ Π MODEA Φ23 MINIMAL RETRO 200MM (3013) VI;26,784;TEMAXIA;Κανονικός
203703109;ΑΝΟΞ.ΚΩΔΩΝΑΣ MODEA Φ200 SLIM (3118)  VI;64,2072;TEMAXIA;Κανονικός
203703108;ΑΝΤΑΠΤΟΡΑΣ 22-24*1 (2678/10) VI;3,6332;TEMAXIA;Κανονικός
203703107;ΒΡΑΧΙΩΝΑΣ ΝΤΟΥΖ ΟΡΕΙΧ,ΧΡΩΜΕ 25CM MODEA (3153)  VI;23,2748;TEMAXIA;Κανονικός
203703106;ΔΙΑΝΟΜΕΑΣ ΛΟΥΤΡΟΥ ELIT (5033) VI;6,585;TEMAXIA;Κανονικός
203703105;ΕΠΙΤ.ΠΑΡΟΧΗ ΜΕ ΣΤΗΡ.25Χ25mm (7553) VI;36,4436;TEMAXIA;Κανονικός
203703104;ΕΠΙΤ.ΠΑΡΟΧΗ ΜΕ ΣΤΗΡ.25Χ25 mm (7553/B) VI;43,3628;TEMAXIA;Κανονικός
203703103;ΚΩΔΩΝΑΣ MAT BLACK MODEA 20X20cm 3111 VI;22,32;TEMAXIA;Κανονικός
203703102;ΤΗΛΕΦ.3 ΛΕΙΤ.BLACK MAT MODEA 3113 VI;12,66;TEMAXIA;Κανονικός
203703101;ΣΕΤ ΝΤΟΥΖΙΕΡΑΣ PRIMO MODEA (4354) VI;173,8852;TEMAXIA;Κανονικός
203703100;ΣΥΡΟΜΕΝΗ ΒΕΡΓΑ ΧΡΩΜΕ Φ22 ALEGRIA (2825/S) VI;22,7912;TEMAXIA;Κανονικός
2037031;ΣΩΛ.ΑΠΟΧ.ΑΠΟΣΤΡ. HDPE GEOSAN SN4 Φ200;8,7;ΜΕΤΡΑ;Κανονικός
203703099;ΚΩΔΩΝΑΣ ΙΝΟΧ 1/2 Φ90 (1050) VI;3,8936;TEMAXIA;Κανονικός
203703098;ΑΝΟΞ.ΚΩΔΩΝΑΣ MODEA Φ200 SLIM (3117)  VI;58,1932;TEMAXIA;Κανονικός
203703097;ΤΗΛΕΦΩΝΟ OLD RAME ΛΕΥΚΟ ΜΕ ΛΕΥΚΟ;26,2508;TEMAXIA;Κανονικός
203703096;ΚΩΔΩΝΑΣ MODEA Φ15 (3107)  VI;19,468;TEMAXIA;Κανονικός
203703095;ΤΗΛΕΦΩΝΟ ΝΤΟΥΖ. ΜΙΑΣ ΛΕΙΤ.(3109) VI;11,7552;TEMAXIA;Κανονικός
203703094;ΚΩΔΩΝΑΣ ΝΤΟΥΖΙΕΡΑΣ 200Χ200CM (3105) VI;31,124;TEMAXIA;Κανονικός
203703093;ΜΠΑΤ.ΝΙΠΤΗΡΟΣ ΕΝΤΟΙΧ. OPTIMA 7510 VI;181,3004;TEMAXIA;Κανονικός
203703092;ΑΝΟΞ.ΚΩΔΩΝΑΣ MODEA 250X250 SLIM (3120 3119)  VI;94,1532;TEMAXIA;Κανονικός
203703091;ΕΠΙΤΟΙΧΗ ΠΑΡΟΧΗ ΜΕ ΣΤΗΡ.Φ30 OPEN (7550) VI;31,0124;TEMAXIA;Κανονικός
203703090;ΡΟΥΞΟΥΝΙ ΤΟΙΧΟΥ ΟΡΕΙΧ.200ΜΜ (3072) VI;14,384;TEMAXIA;Κανονικός
203703089;ΡΟΥΞΟΥΝΙ ΟΡΕΙΧ.ΠΑΓΚΟΥ 180ΜΜ 3052 VI;11,036;TEMAXIA;Κανονικός
203703088;ΡΟΥΞΟΥΝΙ ΝΙΠΤ ΟΡΕΙΧ.150ΜΜ (3052) VI;14,384;TEMAXIA;Κανονικός
203703087;ΣΥΡΟΜΕΝΗ ΒΕΡΓΑ ΠΛΗΡΗΣ (2820/S) VI;37,4852;TEMAXIA;Κανονικός
203703086;ΜΠΑΤ.ΠΑΓΚΟΥ ΨΗΛΗ OMEGA MODEA (2064) VI;100,378;TEMAXIA;Κανονικός
203703085;ΣΕΤ ΜΠΙΝΤΕ ΣΕ BLISTER ΝΤ-130 NEPTUNE;8,68;TEMAXIA;Κανονικός
203703084;ΤΗΛΕΦ.ΜΠΑΝΙΟΥ 5 ΛΕΙΤ. ΣΕ BLISTER ΝΤ-225 NEPTUNE;9,92;TEMAXIA;Κανονικός
203703083;ΤΗΛΕΦ.ΜΠΑΝΙΟΥ 3 ΛΕΙΤ. ΣΕ BLISTER ΝΤ-225 NEPTUNE;6,2;ΒΑΡΟΣ (g);Κανονικός
203703082;ΤΗΛΕΦ.ΜΠΑΝΙΟΥ 1 ΛΕΙΤ. ΣΕ BLISTER ΝΤ-225 NEPTUNE;3,72;TEMAXIA;Κανονικός
203703081;ΤΗΛΕΦ. ΧΡΩΜΕ (4 ΛΕΙΤ.) OTTAVA (2105/S) VI;17,9056;TEMAXIA;Κανονικός
203703080;ΜΠΑΤ.ΠΑΓΚΟΥ PULL OUT OMEGA DUAL JET MODEA(2068) VI;207,4396;TEMAXIA;Κανονικός
203703079;ΣΤΗΡΙΓΜΑ OPTIMA MODEA ΧΡΩΜΕ (5100) VI;5,4436;TEMAXIA;Κανονικός
203703078;ΡΟΥΞΟΥΝΙ MODEA Φ24 200ΜΜ ΧΡΩΜΕ (3154) VI;51,5096;TEMAXIA;Κανονικός
203703077;ΚΩΔΩΝΑΣ ΝΤΟΥΣ.Φ20 (3106) VI;26,5608;TEMAXIA;Κανονικός
203703076;ΒΡΑΧΙΟΝΑΣ ΝΤΟΥΣ.ΟΡΕΙΧ.35CM MODEA (3150 3152) VI;33,4552;TEMAXIA;Κανονικός
203703075;ΤΗΛΕΦΩΝΟ ΤΕΤΡΑΓΩΝΟ  MAT BLACK MODEA (3114) VI;9,3;TEMAXIA;Κανονικός
203703074;ΤΗΛΕΦΩΝΟ ΠΑΓΚΟΥ ΧΡΩΜΕ ΙΟΛΙ 85378;12,276;TEMAXIA;Κανονικός
203703072;ΧΕΡΟΥΛΙ ΜΠΑΤ.MODEA OPTIMA ΧΡΩΜΕ (5002)VI;11,036;Τεμάχια;Κανονικός
203703071;ΚΩΔΩΝΑΣ ΓΙΑ ΝΤΟΥΖΙΕΡΕΣ MODEA SLIM Φ245 BLACK MAT (3126/B)VI;61,1196;Τεμάχια;Κανονικός
203703070;ΒΕΡΓΑ ΝΤΟΥΖ OVALINA;188,48;TEMAXIA;Κανονικός
203703069;ΒΑΣΗ ΣΤΗΡΙΞΗΣ ΓΙΑ ΚΑΖΑΝΑΚΙ 4080/S;12,028;TEMAXIA;Κανονικός
203703068;ΤΗΛΕΦΩΝΟ OLD BRONZE-ΛΕΥΚΟ;23,9568;TEMAXIA;Κανονικός
203703067;ΑΝΤΑΛΛΑΚΤΙΚΟ ΒΟΥΡΤΣΑΚΙ FELICIA 4001 VI;13,88;TEMAXIA;Κανονικός
203703066;ΤΗΛΕΦ.ART 1353 ΧΡΩΜΕ ΜΕ BLISTER A-130;5;TEMAXIA;Κανονικός
203703065;ΒΡΑΧΙΟΝΑΣ ΝΤΟΥΣ ΧΡ.STAIN STEEL 35 (2580/S)VI;10,4408;TEMAXIA;Κανονικός
203703064;ΒΡΑΧΙΟΝΑΣ ΝΤΟΥΣ ΧΡ.STAIN STEEL 15 (2570/S)VI;8,73;TEMAXIA;Κανονικός
203703061;ΔΙΑΝΟΜΕΑΣ ΚΟΛΟΝΑΣ ΝΤΟΥΣ 3/4 Χ1/2 ΧΕΡ;23,9572;TEMAXIA;Κανονικός
203703059;ΣΥΡΩΜΕΝΗ ΒΕΡΓΑ 5202 FELICE;88,4836;TEMAXIA;Κανονικός
203703056;ΧΕΡΟΥΛΙ ΜΠΑΤ.MODEA OPTIMA BLACK (5002/B)VI;16,368;TEMAXIA;Κανονικός
203703055;ΕΝΤΟΙΧ.ΜΠΑΤ.ΝΤΟΥΖ 2ΕΞΟΔ.ETNA (8601/B)VI;206,2368;TEMAXIA;Κανονικός
203703054;ΕΠΙΤΟΙΧΗ ΠΑΡΟΧΗ ΜΕ ΣΤΗΡ.25Χ25mm OPEN (7551/B)VI;37,82;TEMAXIA;Κανονικός
203703053;ΤΑΠΑ ΒΑΛΒΙΔΟΣ (ΝΤΙΖΑΣ) (2100/S)VI;4,8608;TEMAXIA;Κανονικός
203703052;ΒΕΡΓΑ ΝΤΟΥΖ CUBE 70εκ ALMAR CHROME;109;TEMAXIA;Κανονικός
203703051;ΑΝΤΑΛΛΑΚΤΙΚΟ ΣΠΙΡΑΛ NAPOLI 3102;9,92;TEMAXIA;Κανονικός
203703050;ΒΕΡΓΑ ΝΤΟΥΖΙΕΡΑΣ 3/4  (2111) VI;29,264;TEMAXIA;Κανονικός
203703049;ΑΝΤΑΛ.ΒΟΥΡΤΣΑΚΙ AVON (4056) VI;52,179;TEMAXIA;Κανονικός
203703047;ΑΝΤΑΛ.ΒΟΥΡΤΣΑΚΙ NAPOLI 3052 3100;9,4116;TEMAXIA;Κανονικός
203703046;ΤΗΛΕΦΩΝΟ ΧΡΩΜΕ ΑΥΤ/ΜΕΝΟ COMBRA 4282;9,1264;TEMAXIA;Κανονικός
203703040;ΜΠΑΤ.ΠΑΓΚΟΥ ΨΗΛΗ LINE TOTAL BLACK  MODEA (2080/B)VI;167,648;Τεμάχια;Κανονικός
203703039;ΣΕΤ ΣΠΙΡΑΛ+ΤΗΛ ΝΑΡΚΙΣΣΟΣ Νο538;7,934;TEMAXIA;Κανονικός
203703038;ΒΕΡΓΑΚΙ ΣΧΕΤΟ ΝΤΟΥΣ;5,0407;TEMAXIA;Κανονικός
203703036;ΤΗΛΕΦΩΝΟ DISCOS Φ15 GLORIA;12,5041;TEMAXIA;Κανονικός
203703035;ΤΗΛΕΦΩΝΟ ORION 4210/S;10,5648;TEMAXIA;Κανονικός
203703034;ΤΗΛΕΦΩΝΟ ΧΡΩΜΕ ATENA-VIENNA-PARIS;6,2521;TEMAXIA;Κανονικός
203703033;ΣΥΝΔΕΣΜΟΣ 3/4  SIROFLEX (4481) VI;2,232;TEMAXIA;Κανονικός
203703032;ΣΤΗΡΙΓΜΑ ΝΤΟΥΣ METEOR ΧΡΩΜΕ;1,2648;TEMAXIA;Κανονικός
203703028;ΒΕΡΓΑ ΝΤΟΥΖ ΒΕΤΑ 80CM;17,608;TEMAXIA;Κανονικός
203703027;ΤΗΛΕΦΩΝΟ ΝΤΟΥΖ 3 ΡΟΕΣ RAVELLI 1294;5,0407;TEMAXIA;Κανονικός
203703026;ΤΗΛ. ROMINA  ΧΡ. 2700;7,688;TEMAXIA;Κανονικός
203703025;ΤΗΛΕΦ.ΡΟΜΠΟΤ DELTA ΧΡ.(1513)VI;5,9272;TEMAXIA;Κανονικός
203703022;ΤΗΛΕΦΩΝΟ FIORELLA PLUS-VECTRA;14,7064;TEMAXIA;Κανονικός
203703021;ΤΗΛΕΦΩΝΟ ΧΡΩΜΕ DEUS 2095/S;12,3132;TEMAXIA;Κανονικός
203703020;ΤΗΛ.EASYCLEAN CLASSICA Νο 1462;5,2576;TEMAXIA;Κανονικός
203703018;ΤΗΛΕΦΩNΟ ΟΡΕΙΧΑΛΚΙΝΟ GUN METAL (1012/GM)VI;24,2172;Τεμάχια;Κανονικός
